time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
12,surface_sensible_heat_flux_max,2.419526339012412,-1.610778118715164,1.3943177585047115,-0.7918810997670853,0.27534780252793567,-0.19972620491864754,-0.4512575979208533,0.15647046943280463,-0.15034632060719955,-0.3380588697941229
13,surface_sensible_heat_flux_max,2.130089355862742,-1.7043745513255228,1.7366783956118093,-0.6442400959390046,0.05153884808968917,0.02800103406213681,-0.47614190414959495,0.27046507027705574,-0.06852795255314954,-0.12188987096206165
14,surface_sensible_heat_flux_max,1.9612235235441458,-1.7404139279756607,1.7394160798691785,-0.38518772960823694,-0.09352760332154599,0.8540261592311124,-0.0768246263112243,0.36394142486597536,0.19924520673337925,0.007817789115789947
15,surface_sensible_heat_flux_max,1.7175368497791434,-1.6673219081324517,2.3283146360416795,-0.4300700642499935,-0.23378913233972037,0.9405195837709075,-0.3488828171418896,-0.3920790743755899,0.059528621434489004,0.08866891255282197
16,surface_sensible_heat_flux_max,1.634835516010734,-1.4587236136569204,2.5387582909301805,0.01242560859582707,-0.5756688885841987,0.900132112706221,0.06701736072592358,-0.19584196818985788,-0.0006587952949316619,0.2341446989319628
17,surface_sensible_heat_flux_max,1.1642085243584626,-2.1409840668329054,1.6174679195764572,0.6347409756901461,-0.42431643914387396,-0.5038049838465799,0.09441931925697691,-0.16918502824563203,-0.5022763558386469,1.0265663319837426
18,surface_sensible_heat_flux_max,0.563736534353818,-2.2487101836848886,0.39264801907010033,1.4064371242455393,-0.45048664649430414,-0.8875760299402987,0.16120215312257882,-0.3133544795956494,-0.24828927070460916,0.22023764608839178
19,surface_sensible_heat_flux_max,-0.5209556918549936,-2.5148978017393238,-0.3587471511965875,1.817551990379245,-0.3085540363472283,-0.8140396748815398,-0.1661070954779331,-0.5744141806278876,-0.1304192717704093,-0.49648214440971106
20,surface_sensible_heat_flux_max,-1.1033520170302193,-2.4483905290332335,-0.6468540225440641,1.781066617905485,-0.39414983994890274,-0.0758658794652355,-0.04336986412070878,-0.2509081198503089,0.2848195374919416,-0.3941931920617704
21,surface_sensible_heat_flux_max,-1.9152775262488102,-2.1525795530746774,-1.2820191699827295,1.4738646029804736,-0.06918005979950093,0.2983473846026532,-0.2964835255894452,0.07893373145857896,0.40812620673877814,-0.13732973501155546
22,surface_sensible_heat_flux_max,-2.383696639014246,-1.8269998675796668,-1.7148802602308941,1.190869684301561,0.503252891549817,0.3785277477592424,0.011202638728798633,0.38534026036244184,0.12153670753182856,0.11356036704276974
23,surface_sensible_heat_flux_max,-2.6941782013773654,-1.488629175355817,-1.6524914039399228,0.6230837474804763,0.744834773187489,0.8970744591344544,0.11329519270999065,0.7019150169988596,0.13489771297663575,0.13864391023329184
24,surface_sensible_heat_flux_max,-2.5536442528782333,-1.6052306710493556,-1.3716207239220728,-0.306631676232064,0.8473094156512175,0.8849483775367751,-0.0077217190917635205,0.2667668320453811,-0.34847979155975534,0.08571331391435774
25,surface_sensible_heat_flux_max,-2.707059995681095,-1.1332974054940121,-1.5910219811851147,-1.0475022712501822,0.605166344938301,0.6116710243126942,-0.21588403034232717,-0.16545089090744586,-0.5600391682564804,0.03546642578324029
26,surface_sensible_heat_flux_max,-2.7776817320444733,-0.8902105701622098,-1.5951426946678342,-1.4679124158312324,0.1425979437432402,-0.11356116616121006,-0.17714436643680329,-0.7758370239487413,-0.5025887130480164,-0.149109923491682
27,surface_sensible_heat_flux_max,-2.8657223732296853,-0.5903113907418671,-1.593189635607263,-1.501950297063311,-0.06213077241807315,-0.5830384589896082,-0.1431621860132746,-0.5144305533233439,-0.18735460657376682,-0.05597970809815931
28,surface_sensible_heat_flux_max,-3.012720835881805,-0.5769606473888838,-1.3303188544547293,-1.4091234710538565,-0.2999658433665345,-0.5841580314331872,-0.1660162115054048,-0.21319993589183328,0.5594410628958635,0.19710126200297956
29,surface_sensible_heat_flux_max,-2.9295720599668518,-0.41303278417930844,-0.6585688389278197,-1.1282267821278613,-0.8644643964975214,-0.38786216118193545,0.10879107703601305,0.07832775285976265,0.9090626247962343,0.4456334064775937
30,surface_sensible_heat_flux_max,-3.5973458671572702,0.6344945016221668,-0.27857367883928047,-0.6869760802821442,-1.0392149416269951,-0.07691526262112502,0.2687669961501731,0.4494743504574824,0.1108569911211054,0.23567458348780151
31,surface_sensible_heat_flux_max,-3.7862877488066,1.4114078484088262,0.6635679983942822,-0.49866215873403874,-1.1332233317502882,0.08101300337309786,0.26733366853277474,0.33504821452010386,-0.19574022000364472,-0.3949969745533515
32,surface_sensible_heat_flux_max,-3.8598867385266287,2.002228409957095,1.1078029994392709,-0.18523090726478494,-0.9502996509703245,0.11479946410042532,0.24249231313428796,0.18796695396613372,-0.2735340358755714,-0.4484101024769683
33,surface_sensible_heat_flux_max,-4.095359181213574,2.4378889421228704,1.3770765664296927,0.6225759097591155,-0.5483585075088374,0.30754802844518464,0.45747562169924505,0.2899624403709403,-0.2163233347259583,-0.315773966601684
34,surface_sensible_heat_flux_max,-4.100688781981015,3.0058928826591487,1.4253622243060107,0.6302005965921961,0.7122298689188057,-0.4240900608823835,0.03831944416167229,0.091513868836496,0.13739675361615544,0.012825341246096534
35,surface_sensible_heat_flux_max,-4.151165766701567,3.1656425389884912,1.4733165199323395,0.6258211594870186,0.9733050310257062,-0.313747184315961,-0.1886741594380715,-0.257247506760323,0.08177007548239387,0.18854224514524098
36,surface_sensible_heat_flux_max,-4.1238477711661305,3.618916007902996,1.5294080879594207,0.5888831118008994,1.1766362471762262,-0.003850016455281677,-0.3032233783582666,-0.40874421775963293,0.022409719919836684,0.29299202628316534
