0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
28.88687134894013,29.56643422351904,18.964307666346052,31.87870432260812,17.894300118301324,17.717992056407592,39.94699356114741,24.398784133530295,16.980335337679787,14.318151154065978,18.576565032142977,17.422794266953332,18.922426057773595,23.38551941000309,16.76147015739791
16.07494589271446,10.907879952437389,27.40903927018525,16.12950229886354,12.080124837193218,13.21001672243858,29.211554215452782,9.460699494588182,14.657915027737117,10.65232626047592,18.56587654188943,23.91168649704967,30.469222946678883,13.01548006367016,9.550430425754428
18.336883205553175,17.63267485776048,11.601320588490132,25.093981246096117,18.118657580956867,15.404476375040275,35.794933173257874,11.393144828184443,12.942977471287833,10.576952278296275,17.239294455527663,12.22225863216055,12.141859717835594,14.173367999439389,16.53508610773497
18.369060678112888,15.216773307273783,15.743731528582376,35.478462485158566,11.83885465383017,9.566529285148643,42.35803307605472,11.116106706648637,12.438597159849891,10.559306928608478,20.92160554293227,19.989966698629782,20.578063719095727,13.730518213472475,20.686512303315315
27.228847244669648,27.180772609744952,15.612123985816696,29.05174282796184,14.374005109313442,12.573964680329714,39.34996011584729,17.41058819726191,11.447757249061,19.15073235978208,14.97217966517975,22.854055466522244,21.13834267584905,19.696891736877404,23.60039447100893
26.62926929952597,24.558353737073507,17.80074992941038,33.068211930236075,25.621321835734527,15.453967017125692,47.41254994602762,12.60129993423454,17.655556587393416,19.58968473815621,22.24748707255091,27.145851926912627,26.170764008946083,15.397418031287508,21.80273694068843
17.68865950366533,12.289250105850678,21.32528373597097,20.1951929799104,15.16022807505369,20.551816775594567,44.41902071570284,10.37787169213993,21.003071008291418,13.055678438680683,17.465769631362726,30.81491780797024,34.746382327497216,15.637290608753998,10.92219222239471
19.56809955349536,19.677820200983785,15.364717001826198,26.807344245882938,17.45945415211574,23.52190626615917,35.530135721212574,20.528541559327124,14.928152453720852,12.00123827987475,17.27787420732856,21.516800067339044,20.885520003972555,23.163382460281507,10.61427657394715
28.13724333863016,27.816212376194937,21.783910882557315,29.19032217752752,23.599032915114044,16.825766018279978,46.30629871766608,17.248132511786924,15.529481904810476,11.99003447553728,20.314951024141596,23.69307228794861,24.88802087034638,15.107115411303528,15.771065810885467
29.255761664467915,26.509552957843752,13.030525240403133,31.53383190135887,19.1598553514614,19.51649591486337,32.183727232097795,17.621031507232345,21.611281922168732,14.25776589433668,19.72880014746669,18.51454212646212,17.684417303297362,18.405335273000706,24.362836418822475
26.427687546313823,27.001010103114965,18.273851449255066,32.18607221588697,19.146033636729136,16.12160467019972,36.633896413197945,16.774978913788253,15.702286310837184,11.697414780416455,18.06342987255677,22.83298561105136,19.608808626061972,16.694164829983837,16.089583995484762
33.73098391361273,21.570088349566856,29.123996402816417,34.229176389055255,21.30720131667764,24.448916840878304,45.74621420369704,12.072540102333068,22.05362810514342,11.64157775333435,24.560967051617972,25.8641971949901,27.674239060784725,13.801561046515932,16.413192881448175
16.913153257528748,8.859472860611149,18.061412974913974,21.768802561283643,14.290573887660408,13.946889091205886,39.46945082175928,8.952003382733523,14.490616064058294,14.672152136031707,14.972656022162456,23.233428540020597,22.50464052292345,10.841388520165552,14.508240925414936
18.13279366340838,11.502320821039628,20.27245183210473,23.010474043859077,14.712689317151984,14.834300860512815,40.230844832366216,9.04365266178806,18.001488446301394,14.81579475608834,15.637994538375692,20.873459604366225,22.994611668638097,10.402529472385163,18.038500655150344
18.938635772209157,10.759264970882386,24.2618013695286,20.372341706420528,16.89005751707233,20.293147944551635,33.945106535403305,7.7140406937351536,20.43659324906887,12.902726318069682,19.96666045458271,30.372421919770805,32.35376018841518,10.718173868025886,12.088375370549937
23.916215302104614,21.906222879721888,19.535539337611503,27.499928522801152,19.757790919684354,14.665460899463026,39.28524894726341,14.683420623266892,20.5495154107048,14.008434336971575,21.80070950237417,21.11973664147757,25.016996706916604,15.261873394116428,14.183541644059272
36.349702788947056,36.02190117830471,19.834176537950327,37.75424681996817,29.353117158607997,20.135096923118596,37.63253460462715,24.20685588173534,21.083406821787815,13.602959132915167,20.303851283039258,26.27073663757922,20.72573718284092,21.674047081510142,21.49110540814482
19.75440992686834,22.7024222186079,12.964160691482254,32.97566785829061,18.34070794827553,19.512331769656537,34.50825519522944,22.008062806818863,18.419964853839534,21.14226726234246,14.190058263412526,18.07278514794502,17.736804787401937,22.90142597062188,25.4669375442047
29.39816360755774,16.640986664286373,26.50904480101001,25.491979817130108,25.828027604201537,23.48089737458981,37.612747676921074,15.788971699720316,22.80211058344774,20.745676559023902,23.69650325567546,35.54813549838709,37.6766859726913,18.7345941164836,15.49604508886602
24.809494123917084,25.69758549282026,19.21065723300576,28.380030266924223,17.16267159542427,19.34618012732261,37.26624373394602,21.35025331870088,15.852869320741837,19.97836793042078,17.230054487011977,21.252585981455773,19.740635032010218,27.535851344224273,20.861159521333914
27.5800643729112,25.047227022327657,15.441040068943838,31.846045840096316,16.627394018429772,14.95211164272376,35.61743249201576,20.563614842749985,15.093771368863685,9.501045380859516,17.01224880287293,19.023007429910468,22.75472935851073,17.54652694413178,10.565517037282364
22.8932017620147,20.27955252502696,23.1237029652767,24.33246690238284,16.919704477479193,20.35534444609955,39.1751816724334,21.40705502098311,18.215199375812727,19.31613563139291,24.752057228320783,22.38766183486042,25.720162282021175,19.787295718060665,15.54763629806201
18.54178392687131,16.004288315532214,19.996545575544985,28.13668920724729,11.81341866537958,11.984610688224013,41.90912449963218,12.41444347285505,10.88557272338292,10.15559808051814,14.957126721250043,23.922845735847137,23.071332167672885,14.49246265924373,18.26535698089308
19.48889823507557,26.631533370030667,19.208024743049425,40.55366904602843,19.62081243449682,21.82111163720295,44.45180774802717,29.60108503902476,15.377325322777285,31.402677279435203,20.95181188483707,21.69290289282162,21.45130722421866,28.00699828084999,45.55455116790818
21.060723344642614,12.054453926281756,24.27905779198459,19.689553181724495,18.114933918485377,18.92028526277491,31.118786225040335,8.015413485569415,20.062671154388664,13.678975799033577,25.742355849387696,30.445484862845937,31.655431210415344,12.818347718053053,8.542845681495926
30.26575534287252,28.05258749979353,20.586803014494553,29.716219204630328,23.668949585527745,23.8792756470708,47.00249122513512,23.230111374413475,20.01275519238832,8.69863634043502,24.85974300163241,28.352262602518408,27.449283796946343,20.738617314555704,10.547291723471348
26.76058455031476,18.33568159640027,38.04386612256813,20.718849827568576,26.188908826646983,22.51927254235631,36.88470068564288,14.839999197596336,16.19525810543392,18.753961621047928,31.423339380838808,48.57440179035163,47.759190627002425,21.681921793581513,11.260502653966972
26.854982274572208,27.07314680671159,16.02425040488808,32.78248734277622,19.518252255521908,13.515779452335634,24.472861437158404,17.628896867148793,16.41762043001971,16.591141254810104,18.7887909241215,17.773778332507767,15.456517220865129,17.89338977483901,25.58811178678212
43.05175920993948,23.23346773342942,26.48042406684444,35.101773214214944,23.925756489802012,16.17369183878349,45.54713757358981,14.984419970153496,17.634996568859638,15.23988672785774,23.331120555487015,32.010887016052685,38.049667780078586,15.82929126099108,15.495353485561983
16.491935410667615,17.50508343951516,15.794415253113367,31.36916847110278,12.754099266373789,14.992267071925982,42.65504462033051,16.314939670688226,15.201523119192256,14.980932369365725,15.161415710132887,23.418310575181295,22.80187713594273,19.200929322568925,24.21435545499008
27.363658966347508,18.06745906654327,16.980199520955587,28.975802430494763,15.511919589303895,28.26433186978943,39.84316648518995,22.732125120187305,21.201940274552673,19.938556889182543,16.076910916922838,27.05239059603893,25.75674690338191,26.459498462117818,25.4184496269681
20.43107206910362,20.071499663179907,14.666188387174511,32.744863613704204,15.409565252464624,24.48173338974859,43.152139727765785,17.547457709424098,19.885460027071552,14.952282953626858,13.29434149066121,20.45530412254631,20.311475160176823,20.846143694202517,21.46054350084608
29.041251243952697,34.123796544902234,21.402862757938827,29.55550540593747,25.69174246889186,24.26725844019403,39.940011116950046,34.43577740317299,23.564444418814837,14.663561965128345,22.48108231756691,29.226382742267216,29.498080357849172,22.347376235450863,10.534101044390592
31.27225721669665,23.287604261613033,12.968237411118531,26.34998779623237,21.69255926919025,18.92587187771216,52.35067822618264,21.964256884772208,18.264198189291747,18.908730072312665,15.498367888083628,17.242546587481993,17.395108655537477,17.281972739900826,11.959442163358396
24.368395092051035,20.721475993309,22.538507365655207,24.790940595148527,20.140368790266205,26.289991477334148,39.37604571930674,20.735189437628595,27.2002213440472,17.14912374805476,22.382516936519828,29.269237255765947,34.57634020744884,20.10779936000717,15.131533252534489
25.636031601343507,20.255218886442805,19.338132297569956,32.03506755697407,17.455962064705673,14.15359325449344,38.17869061215219,16.725721154687292,16.52859039259313,16.22518043702211,22.781921002328,24.394964890420248,27.17193736513804,13.813328417313514,25.31376565983305
30.12425710734151,16.33262142044316,28.80177149352934,27.2793843791113,21.000909405180256,13.79975181864878,48.80995188554358,13.580252131709004,11.66041379843929,13.052668955600176,27.389134222581188,46.39937496647279,49.9537020399905,11.323324993496056,13.018176147652497
27.66546496800506,29.532760080164003,20.25281883264926,31.43081650984293,19.203608489129856,19.463832607609707,38.950711563038666,24.126250679287068,19.393164716009743,18.890175605210032,21.27791895432868,23.570052803047385,24.28255142776698,24.430538306646895,22.98309360928771
16.134596334976358,10.391513458823937,25.384646976668407,23.387331393007305,16.539915072292835,15.740256886255365,37.13980529956251,9.13804467750662,16.528020842981064,17.46126037359688,20.7486423672269,28.661964622419237,28.86142169857046,14.213220830767328,17.817172312233694
12.533478826740769,17.162027976503808,16.14279558261927,27.321641320651207,16.60148733099765,14.277548262228091,36.68653589815924,11.60345714566888,17.527048476428906,8.937543677784161,15.061115689765876,19.633908144021017,21.388385496003146,10.941067603034949,19.482249932239505
